EmployeeID,Salary,Age,YearsExperience
2396,103972,33,24
2397,42984,26,17
2398,63039,32,24
2399,115431,32,27
2400,113691,52,26
2401,88606,52,27
2402,171688,34,23
2403,132665,35,7
2404,135373,46,21
2405,54574,54,19
2406,164502,54,7
2407,173748,36,23
2408,171888,37,7
2409,62733,59,16
2410,32050,27,12
2411,139996,46,15
2412,63933,36,15
2413,54951,25,11
2414,62413,25,2
2415,195873,51,3
2416,193985,55,19
2417,142573,48,20
2418,196472,52,28
2419,165566,53,25
2420,152744,30,26
2421,119431,29,15
2422,73001,35,16
2423,97364,54,1
2424,154988,44,15
2425,75028,42,12
2426,198645,33,7
2427,161878,23,7
2428,154343,34,11
2429,158301,25,20
2430,156295,41,29
2431,190829,35,11
2432,64636,51,17
2433,54262,50,3
2434,110435,29,16
2435,158583,33,5
2436,199269,59,28
2437,71844,47,2
2438,94754,23,23
2439,195229,35,26
2440,107129,27,26
2441,70042,52,7
2442,91665,38,28
2443,146953,46,10
2444,188448,53,5
2445,175271,33,15
2446,148533,34,12
2447,103781,40,10
2448,96262,46,22
2449,76600,52,17
2450,106898,58,20
2451,179369,46,20
2452,60448,37,11
2453,56172,59,8
2454,37657,44,15
2455,186497,35,2
2456,187757,27,17
2457,142855,46,23
2458,185650,44,6
2459,189903,33,21
2460,37906,34,28
2461,91413,57,13
2462,84028,55,29
2463,37287,27,29
2464,63660,59,8
2465,90504,29,11
2466,132979,29,15
2467,64701,54,13
2468,113300,55,18
2469,178746,36,18
2470,113560,57,25
2471,184946,56,17
2472,73642,43,22
2473,95160,44,13
2474,47602,43,29
2475,133320,26,3
2476,118801,52,29
2477,55931,34,21
2478,124377,49,24
2479,59192,41,7
2480,76542,54,29
2481,157015,37,12
2482,72520,50,4
2483,94772,44,24
2484,80106,45,27
2485,111121,55,27
2486,55559,28,26
2487,135595,59,11
2488,63742,58,14
2489,99669,25,18
2490,182826,55,7
2491,165044,43,5
2492,100831,26,16
2493,142217,44,11
2494,71873,36,22
2495,136532,52,3
2496,156267,30,16
2497,170975,46,11
2498,164092,46,10
2499,71755,42,23
2500,115956,30,23
2501,116988,59,2
2502,75648,43,16
2503,155991,44,17
2504,170588,25,10
2505,145005,50,18
2506,32396,36,12
2507,114082,22,8
2508,180201,51,27
2509,158322,50,26
2510,162663,41,3
2511,41303,54,27
2512,191633,57,20
2513,101719,43,24
2514,129616,34,3
2515,154165,28,6
2516,116231,29,2
2517,37314,49,3
2518,49623,30,17
2519,135228,46,9
2520,194202,37,4
2521,127624,31,22
2522,187364,32,23
2523,141785,52,2
2524,116206,33,24
2525,99274,52,28
2526,163541,35,9
2527,83947,53,14
2528,183606,38,26
2529,78874,56,11
2530,79708,22,2
2531,104553,50,21
2532,98344,25,2
2533,79138,44,27
2534,77638,49,5
2535,108249,37,7
2536,135865,33,22
2537,32719,42,4
2538,183962,38,14
2539,197581,34,2
2540,72534,53,23
2541,122241,58,12
2542,179859,36,10
2543,156209,33,25
2544,122124,36,1
2545,121659,55,19
2546,194134,27,23
2547,105713,38,16
2548,105418,41,15
2549,158232,30,14
2550,195904,26,9
2551,193038,44,29
2552,174059,54,21
2553,198383,59,23
2554,61575,35,15
2555,93852,38,26
2556,162079,40,7
2557,106242,54,4
2558,59257,22,21
2559,174353,34,18
2560,91246,48,8
2561,31435,27,12
2562,121357,27,15
2563,187732,54,15
2564,166156,51,17
2565,174579,56,2
2566,113807,44,12
2567,145953,31,3
2568,168563,40,7
2569,153797,49,6
2570,93888,44,14
2571,103609,25,23
2572,39077,41,27
2573,50953,40,5
2574,144682,48,4
2575,97889,55,15
2576,184893,25,7
2577,198639,59,3
2578,145374,28,13
2579,54860,28,10
2580,182267,47,23
2581,107475,47,2
2582,117266,40,12
2583,182499,30,28
2584,130732,41,24
2585,57083,37,28
2586,87372,38,22
2587,153786,43,12
2588,37813,34,19
2589,61598,33,19
2590,123106,31,21
2591,57082,22,3
2592,59241,53,6
2593,41745,51,2
2594,56029,29,24
2595,174097,42,13
2596,153395,43,27
2597,175360,39,28
2598,119186,23,27
2599,167612,30,9
2600,127768,24,13
2601,71846,47,23
2602,105932,42,14
2603,178554,51,19
2604,53411,49,11
2605,108797,57,14
2606,82307,47,16
2607,164165,55,10
2608,52042,29,20
2609,82930,31,16
2610,127883,35,28
2611,63756,36,26
2612,83268,38,2
2613,189674,39,25
2614,78901,53,16
2615,129986,59,14
2616,193268,44,21
2617,158386,44,28
2618,35626,56,18
2619,168496,36,26
2620,42857,45,6
2621,181054,49,7
2622,163052,37,13
2623,56431,37,2
2624,114976,27,15
2625,112711,23,17
2626,56385,34,13
2627,199230,30,7
2628,184091,55,1
2629,48639,38,3
2630,115530,48,20
2631,51563,50,18
2632,145672,58,7
2633,166848,43,21
2634,197516,45,17
2635,169783,28,28
2636,112970,55,12
2637,115553,33,16
2638,191779,44,24
2639,112879,36,10
2640,199899,54,23
2641,166727,34,16
2642,74859,44,20
2643,82098,59,18
2644,176323,53,15
2645,152413,56,23
2646,30526,22,11
2647,98760,26,18
2648,77837,34,6
2649,41536,26,1
2650,58541,53,23
2651,109083,42,7
2652,64531,45,12
2653,38712,39,20
2654,134101,42,4
2655,95455,31,10
2656,104744,45,21
2657,159749,42,2
2658,35109,46,9
2659,79268,44,10
2660,84615,43,20
2661,112503,25,11
2662,190831,55,25
2663,115708,27,14
2664,132471,49,3
2665,187661,52,25
2666,191087,56,1
2667,190081,44,7
2668,113309,27,4
2669,156446,37,7
2670,136661,23,16
2671,187215,45,10
2672,36154,38,15
2673,182876,22,16
2674,94288,27,6
2675,81195,26,4
2676,50581,50,4
2677,60087,33,24
2678,194053,24,23
2679,99298,22,4
2680,76167,48,27
2681,69499,45,22
2682,155816,40,22
2683,199631,29,17
2684,126347,23,13
2685,78787,51,2
2686,65488,51,20
2687,104441,53,6
2688,52431,22,22
2689,91681,59,1
2690,152720,34,8
2691,79153,32,18
2692,36368,31,29
2693,188496,47,21
2694,142360,41,4
2695,142755,38,5
2696,86985,38,5
2697,80069,25,15
2698,82326,26,10
2699,138737,44,8
2700,184470,31,26
2701,80861,49,7
2702,105897,54,12
2703,157118,47,25
2704,98577,50,28
2705,39078,48,11
2706,186075,39,13
2707,92768,31,15
2708,81047,26,17
2709,101626,31,22
2710,87660,42,22
2711,162997,45,18
2712,147832,59,27
2713,160406,24,8
2714,155150,52,6
2715,187087,58,11
2716,63320,23,29
2717,94881,23,26
2718,120827,55,9
2719,132215,41,26
2720,187361,54,5
2721,164461,25,7
2722,186755,32,22
2723,174701,26,27
2724,91550,46,15
2725,54826,58,21
2726,130734,55,22
2727,187702,30,4
2728,128511,27,19
2729,41653,39,13
2730,189033,35,1
2731,111941,40,1
2732,63662,35,22
2733,128818,38,14
2734,182360,56,9
2735,125081,50,24
2736,66877,38,12
2737,141562,29,18
2738,176385,22,9
2739,102715,57,8
2740,171398,28,14
2741,140091,26,28
2742,162632,45,9
2743,109148,49,20
2744,113186,38,25
2745,187817,58,2
2746,192962,41,29
2747,181094,24,1
2748,153629,58,13
2749,100316,47,25
2750,58380,36,10
2751,140198,29,8
2752,32356,34,7
2753,100326,24,29
2754,122447,22,24
2755,144994,30,12
2756,50049,52,17
2757,135361,47,25
2758,46082,38,12
2759,30661,55,16
2760,198484,30,10
2761,32920,34,27
2762,109561,26,25
2763,38946,34,12
2764,46309,22,11
2765,85230,46,25
2766,141822,25,29
2767,191099,57,14
2768,142340,31,22
2769,89321,49,20
2770,162028,27,13
2771,104131,48,2
2772,55963,33,27
2773,131757,24,20
2774,129259,54,7
2775,69063,31,1
2776,144225,52,25
2777,146400,36,3
2778,110818,28,29
2779,34703,57,29
2780,102099,35,20
2781,186921,35,12
2782,192932,24,5
2783,61585,24,12
2784,183087,43,29
2785,73585,40,3
2786,56958,56,20
2787,56017,33,5
2788,154677,26,28
2789,173273,31,1
2790,59426,54,16
2791,47778,34,9
2792,72229,56,10
2793,116652,53,29
2794,158267,32,10
2795,156503,59,13
2796,114878,45,16
2797,87056,56,20
2798,188562,40,29
2799,49975,27,25
2800,187795,56,4
2801,184351,25,14
2802,172633,54,17
2803,118397,34,28
2804,63142,57,5
2805,56916,40,13
2806,94324,33,25
2807,155932,32,3
2808,165720,27,5
2809,196205,33,16
2810,126059,48,19
2811,128317,46,28
2812,65046,24,19
2813,131459,24,17
2814,75893,41,18
2815,131520,49,18
2816,155818,44,25
2817,91272,24,23
2818,97649,45,8
2819,94674,27,18
2820,174832,41,9
2821,182999,32,29
2822,116475,53,19
2823,91367,48,10
2824,173660,42,29
2825,151750,34,2
2826,148154,43,28
2827,74738,56,17
2828,63397,43,25
2829,112189,49,24
2830,106367,42,13
2831,150585,39,28
2832,106619,52,11
2833,141453,58,16
2834,49816,42,20
2835,167348,35,7
2836,109530,46,28
2837,184571,48,3
2838,138856,44,16
2839,101635,52,19
2840,137803,50,20
2841,65946,51,16
2842,85204,47,2
2843,45563,41,14
2844,122324,59,26
2845,39847,40,20
2846,56155,48,10
2847,109671,46,19
2848,146891,59,24
2849,113310,44,11
2850,179381,50,18
2851,161691,36,11
2852,64707,24,9
2853,181409,31,19
2854,111537,36,20
2855,121155,37,29
2856,30281,38,10
2857,188492,40,26
2858,162130,32,3
2859,106260,26,3
2860,189476,26,24
2861,190928,35,8
2862,170272,47,29
2863,94178,29,29
2864,63997,26,6
2865,186683,28,20
2866,149273,37,1
2867,196129,35,20
2868,162311,58,24
2869,156945,25,6
2870,75272,57,2
2871,119393,38,19
2872,91212,57,28
2873,176470,27,7
2874,150030,37,11
2875,86503,50,11
2876,167710,57,4
2877,36570,59,20
2878,98785,58,16
2879,39110,31,5
2880,109141,57,24
2881,42115,50,7
2882,69062,35,25
2883,52911,25,16
2884,134061,57,15
2885,62556,34,5
2886,158335,39,1
2887,31969,54,20
2888,73753,42,22
2889,165542,37,22
2890,151863,36,9
2891,40225,26,26
2892,153008,27,29
2893,184268,59,21
2894,135823,24,5
2895,43669,33,22
2896,198452,57,27
2897,154398,54,6
2898,140677,57,3
2899,78320,54,6
2900,176649,52,8
2901,155354,42,28
2902,118009,48,6
2903,58625,48,16
2904,54089,29,28
2905,66487,58,16
2906,140448,53,27
2907,80138,47,21
2908,198280,23,3
2909,84061,33,17
2910,191731,43,21
2911,131376,38,6
2912,192962,28,6
2913,109134,25,22
2914,77055,58,19
2915,49508,59,20
2916,188056,53,15
2917,140169,32,19
2918,38125,22,2
2919,66059,46,8
2920,133409,45,7
2921,178159,38,27
2922,35704,29,8
2923,141279,48,13
2924,188280,39,22
2925,148516,48,27
2926,186995,43,15
2927,144044,37,12
2928,59165,23,15
2929,97203,26,14
2930,34114,39,7
2931,66321,24,17
2932,103297,48,26
2933,126652,38,5
2934,129304,37,20
2935,186498,27,10
2936,47772,28,19
2937,133754,35,18
2938,33712,59,25
2939,162439,36,24
2940,145142,54,10
2941,121736,48,2
2942,81924,50,6
2943,33726,58,3
2944,119152,26,19
2945,57723,50,5
2946,156969,53,7
2947,130494,27,7
2948,170180,23,27
2949,65643,27,10
2950,192396,25,1
2951,133896,50,11
2952,169999,46,23
2953,123680,30,7
2954,126546,24,6
2955,183515,47,6
2956,109973,48,13
2957,93449,57,16
2958,139834,53,13
2959,55537,22,2
2960,107576,37,19
2961,137522,32,19
2962,52612,47,29
2963,36471,22,19
2964,196703,47,18
2965,61348,49,25
2966,31177,30,6
2967,165832,43,2
2968,62779,29,19
2969,51636,48,26
2970,111889,40,6
2971,83551,46,20
2972,172628,59,23
2973,188670,42,22
2974,172635,45,15
2975,76819,45,6
2976,103770,40,28
2977,188038,23,3
2978,188059,35,11
2979,108714,53,8
2980,54596,53,25
2981,194246,49,22
2982,94106,34,18
2983,89182,33,17
2984,117163,29,19
2985,69310,36,19
2986,86088,47,24
2987,158803,33,21
2988,169978,48,17
2989,66914,39,27
2990,140350,57,4
2991,75379,48,7
2992,198722,30,5
2993,76413,22,26
2994,167084,28,29
2995,37151,47,16
2996,87716,28,6
2997,123747,28,14
2998,197450,29,26
2999,174539,37,20
3000,192082,24,2
3001,151999,31,25
3002,144793,28,18
3003,138177,42,18
3004,42289,58,13
3005,184243,52,28
3006,116365,44,18
3007,144014,48,17
3008,190806,43,13
3009,102588,48,28
3010,93646,25,12
3011,33654,45,3
3012,48743,44,22
3013,78368,40,7
3014,167513,24,1
3015,149735,48,5
3016,185683,24,21
3017,149891,49,1
3018,137971,38,4
3019,42149,52,26
3020,130102,31,1
3021,89189,43,13
3022,182747,51,14
3023,101031,42,15
3024,72668,57,17
3025,174745,44,12
3026,118204,59,7
3027,184741,33,23
3028,195140,46,19
3029,170507,41,23
3030,67384,28,3
3031,111929,50,18
3032,157959,50,26
3033,106153,34,4
3034,105388,24,26
3035,61401,23,3
3036,149503,37,12
3037,157834,51,23
3038,64084,59,28
3039,140641,27,12
3040,135111,28,17
3041,197523,26,6
3042,168299,28,15
3043,192982,55,2
3044,66041,53,8
3045,118920,34,14
3046,95681,51,5
3047,111571,46,3
3048,157556,42,10
3049,56160,42,7
3050,47633,49,11
3051,47014,41,15
3052,110532,55,2
3053,79104,26,5
3054,107231,39,11
3055,98388,32,8
3056,46014,38,13
3057,122578,43,11
3058,194827,58,17
3059,70390,41,15
3060,53711,27,1
3061,121658,55,19
3062,87993,35,16
3063,188285,44,19
3064,37421,41,13
3065,47727,34,23
3066,142418,53,22
3067,34358,47,23
3068,95108,35,4
3069,124018,57,11
3070,154457,29,18
3071,193189,43,18
3072,61910,43,10
3073,156888,37,17
3074,85754,48,13
3075,139847,31,25
3076,190443,46,14
3077,68467,52,7
3078,178697,42,10
3079,63893,48,3
3080,106329,38,2
3081,61007,54,19
3082,84253,52,7
3083,42323,47,5
3084,141335,42,28
3085,142356,57,3
3086,140944,22,25
3087,175282,25,2
3088,46456,25,23
3089,61367,47,26
3090,84624,25,22
3091,171178,30,6
3092,98008,51,14
3093,155926,25,7
3094,145395,26,22
3095,146492,44,2
3096,102240,37,11
3097,94315,43,21
3098,40756,58,3
3099,66378,29,9
3100,165327,54,8
3101,175556,59,26
3102,155703,37,11
3103,86549,26,18
3104,195575,37,1
3105,103794,28,15
3106,75113,22,4
3107,104069,30,4
3108,166321,39,28
3109,180273,24,10
3110,155541,45,11
3111,39686,49,18
3112,83363,31,23
3113,127543,30,29
3114,161733,34,15
3115,125673,56,3
3116,72828,44,7
3117,78604,38,7
3118,40526,28,17
3119,98910,37,22
3120,55592,57,20
3121,58982,41,27
3122,30207,45,24
3123,118733,26,16
3124,154982,27,16
3125,98619,49,8
3126,190400,26,3
3127,76479,59,20
3128,181175,23,15
3129,171826,42,1
3130,111437,58,10
3131,128540,39,2
3132,102982,33,7
3133,132747,38,14
3134,78231,58,16
3135,59301,59,27
3136,48752,36,28
3137,128452,28,15
3138,174467,35,7
3139,151237,22,13
3140,86273,59,25
3141,121878,24,10
3142,34895,58,9
3143,149968,52,9
3144,145700,34,6
3145,106559,39,24
3146,40699,38,25
3147,39715,38,12
3148,49169,32,23
3149,148413,41,20
3150,177235,31,20
3151,149264,50,22
3152,35782,55,14
3153,154481,38,27
3154,65585,34,20
3155,60682,48,27
3156,159992,47,7
3157,114416,49,8
3158,157810,34,8
3159,68067,33,8
3160,48073,49,2
3161,66035,23,14
3162,120373,58,10
3163,113362,55,18
3164,120517,44,18
3165,95450,50,18
3166,40382,56,16
3167,165509,32,20
3168,91929,54,5
3169,128864,32,20
3170,173401,30,5
3171,55169,35,20
3172,117468,30,23
3173,64594,24,10
3174,75033,50,17
3175,93133,40,13
3176,103861,57,17
3177,61750,53,18
3178,70461,28,13
3179,108222,49,17
3180,142020,39,28
3181,54226,26,15
3182,36721,44,26
3183,50609,43,12
3184,160513,47,28
3185,134211,33,10
3186,166728,40,13
3187,154865,22,11
3188,104520,24,3
3189,94309,48,22
3190,59984,39,10
3191,148947,51,11
3192,35901,23,6
3193,192624,26,1
3194,61055,50,6
3195,198757,54,5
3196,175788,41,7
3197,144099,51,22
3198,41138,26,12
3199,196370,42,12
3200,53429,36,7
3201,80200,41,2
3202,131268,29,28
3203,47347,52,1
3204,177992,33,23
3205,61822,42,25
3206,70108,51,18
3207,158955,48,12
3208,37967,47,7
3209,140719,54,19
3210,41871,47,22
3211,194685,47,3
3212,58179,57,29
3213,85099,22,10
3214,65262,36,29
3215,108213,22,27
3216,147407,32,27
3217,179340,23,11
3218,116269,22,5
3219,90545,52,2
3220,69922,37,8
3221,72913,43,14
3222,127033,39,8
3223,134792,38,23
3224,149863,51,6
3225,186104,31,1
3226,198918,56,24
3227,74936,42,1
3228,190866,37,8
3229,58141,27,11
3230,170146,24,18
3231,167478,42,24
3232,127359,34,10
3233,153279,39,12
3234,184363,45,20
3235,71568,48,23
3236,127539,25,16
3237,76851,43,5
3238,84823,45,16
3239,53312,31,24
3240,195243,23,12
3241,128723,27,6
3242,42411,39,5
3243,87009,38,1
3244,176494,59,19
3245,62371,44,10
3246,87022,51,25
3247,101229,42,14
3248,129071,31,25
3249,126774,34,21
3250,56715,33,3
3251,57605,30,6
3252,129853,25,5
3253,61174,45,17
3254,171028,55,18
3255,106373,26,12
3256,99252,36,5
3257,100017,25,9
3258,93037,29,12
3259,119818,45,20
3260,36548,49,9
3261,146981,48,3
3262,184249,22,1
3263,54022,55,22
3264,136297,38,15
3265,166614,58,10
3266,90428,59,14
3267,183812,47,7
3268,89353,45,4
3269,143132,42,26
3270,46052,51,5
3271,130689,34,20
3272,161743,58,16
3273,30163,24,3
3274,71424,53,17
3275,171706,56,13
3276,165870,40,6
3277,52420,35,26
3278,150575,43,5
3279,59300,38,16
3280,119881,25,11
3281,40749,40,17
3282,134131,58,5
3283,186193,23,6
3284,158563,36,10
3285,67487,23,21
3286,194433,32,1
3287,51223,44,21
3288,102930,31,10
3289,175128,24,17
3290,58380,26,27
3291,56035,24,3
3292,60620,59,28
3293,180949,34,29
3294,147360,40,2
3295,83352,56,29
3296,191983,45,17
3297,193856,45,4
3298,33191,38,2
3299,194232,31,5
3300,120536,23,10
3301,134576,44,1
3302,33631,27,28
3303,167244,23,26
3304,72080,42,1
3305,120353,56,27
3306,181353,50,26
3307,58671,28,4
3308,152811,50,7
3309,157734,58,14
3310,189674,44,14
3311,81399,54,18
3312,184544,29,2
3313,37099,33,1
3314,186503,31,21
3315,86492,36,22
3316,126722,45,16
3317,60111,47,29
3318,93936,24,22
3319,183686,23,18
3320,90920,27,16
3321,93530,42,28
3322,197296,30,28
3323,37788,31,23
3324,58082,57,22
3325,153287,24,24
3326,119570,45,6
3327,131015,43,25
3328,113588,35,10
3329,177603,48,2
3330,118340,54,7
3331,124439,43,21
3332,171214,50,17
3333,145053,40,3
3334,78355,40,20
3335,170938,27,12
3336,155426,40,2
3337,94027,34,7
3338,189210,47,17
3339,122601,43,19
3340,59956,42,12
3341,134797,57,9
3342,154917,23,27
3343,156303,51,14
3344,166511,48,2
3345,72533,28,21
3346,189342,41,4
3347,108815,52,28
3348,69279,44,19
3349,139787,34,21
3350,184960,38,16
3351,178702,25,22
3352,91063,35,17
3353,157896,41,2
3354,196216,34,17
3355,127661,24,19
3356,168051,47,8
3357,187261,47,24
3358,153257,39,20
3359,116205,53,6
3360,36910,35,12
3361,76857,24,25
3362,64964,22,23
3363,186299,47,18
3364,167050,45,27
3365,47153,56,2
3366,89765,35,19
3367,138212,24,24
3368,69071,34,10
3369,142990,35,25
3370,99519,42,29
3371,39503,47,3
3372,125457,24,25
3373,177977,25,28
3374,75838,57,12
3375,155200,22,26
3376,119489,54,16
3377,56806,28,12
3378,183240,32,8
3379,100119,48,5
3380,68714,35,11
3381,85419,43,10
3382,135432,37,3
3383,122949,33,27
3384,163533,31,23
3385,175363,45,9
3386,106971,39,12
3387,123471,43,6
3388,94946,30,19
3389,128989,38,16
3390,114080,59,21
3391,107794,34,23
3392,60841,58,24
3393,154447,27,29
3394,150029,42,14
3395,106272,57,28
3396,67643,28,4
3397,73950,57,18
3398,130500,46,10
3399,189116,32,18
3400,155588,35,12
3401,45997,50,19
3402,109751,31,8
3403,128605,26,1
3404,184983,29,14
3405,85533,26,23
3406,112566,45,6
3407,175643,47,14
3408,138255,27,2
3409,88005,37,9
3410,73541,57,29
3411,53387,33,12
3412,123980,32,5
3413,115457,24,2
3414,174129,58,19
3415,94028,27,7
3416,149246,40,7
3417,85731,39,10
3418,185930,37,17
3419,74638,44,26
3420,50567,58,14
3421,190811,30,27
3422,87804,24,11
3423,138821,29,28
3424,33754,59,20
3425,57044,25,6
3426,97260,33,8
3427,96912,52,19
3428,38706,46,19
3429,38894,37,24
3430,179109,35,24
3431,113986,34,24
3432,111942,28,17
3433,59725,33,24
3434,166998,58,24
3435,134555,25,18
3436,39496,23,12
3437,86447,56,9
3438,131604,24,23
3439,190878,25,24
3440,118199,59,16
3441,71321,33,18
3442,183728,40,16
3443,85147,31,16
3444,121396,22,4
3445,68787,38,23
3446,51727,37,22
3447,125081,30,7
3448,152721,30,1
3449,98056,30,24
3450,164153,33,29
3451,195268,36,23
3452,197807,23,29
3453,110102,32,20
3454,186570,32,1
3455,106865,29,8
3456,192728,53,26
3457,97695,27,23
3458,198972,41,8
3459,147235,56,10
3460,138777,29,1
3461,49033,55,21
3462,171877,40,25
3463,196923,28,21
3464,56832,52,29
3465,145725,39,14
3466,175016,35,14
3467,49873,57,10
3468,70372,38,28
3469,119464,58,19
3470,176451,30,25
3471,147322,41,29
3472,197823,49,16
3473,130082,41,9
3474,35110,57,20
3475,42087,48,16
3476,184834,29,20
3477,112617,53,27
3478,130483,22,8
3479,39596,38,7
3480,137539,30,11
3481,48313,41,21
3482,143175,53,6
3483,144914,23,15
3484,53705,53,19
3485,103445,30,14
3486,133892,51,15
3487,32023,41,6
3488,149654,59,29
3489,110073,22,24
3490,122197,26,10
3491,94429,56,14
3492,134195,57,16
3493,63848,22,13
3494,198876,35,11
3495,176451,30,25
3496,57766,51,3
3497,98099,45,8
3498,197132,25,28
3499,99122,35,3
3500,177159,46,2
3501,78868,25,21
3502,149119,46,14
3503,184297,31,20
3504,125286,56,29
3505,36643,28,21
3506,66727,34,22
3507,172077,25,15
3508,139079,57,3
3509,95697,35,1
3510,46029,39,15
3511,175298,29,20
3512,189803,53,22
3513,139458,48,2
3514,140384,58,18
3515,98926,44,1
3516,167069,28,9
3517,85506,33,3
3518,108229,46,2
3519,72092,24,4
3520,92539,47,16
3521,182889,25,22
3522,198933,57,1
3523,43428,36,9
3524,171330,53,25
3525,87775,50,8
3526,35469,31,6
3527,58854,42,20
3528,167328,37,18
3529,106256,40,16
3530,195009,50,8
3531,129134,39,23
3532,162723,37,28
3533,114730,22,4
3534,186123,23,3
3535,57386,36,15
3536,177256,49,6
3537,63787,22,1
3538,51621,26,18
3539,107984,43,23
3540,64051,57,11
3541,79811,34,3
3542,60447,22,13
3543,158046,37,17
3544,191326,43,18
3545,114045,53,26
3546,146859,37,26
3547,175544,36,14
3548,33471,33,25
3549,150312,22,7
3550,169401,38,7
3551,195937,49,14
3552,76850,28,26
3553,84220,30,24
3554,123808,43,15
3555,167469,47,12
3556,196597,33,12
3557,83072,28,8
3558,113820,36,16
3559,53284,59,9
3560,113369,42,2
3561,55122,35,14
3562,160349,23,24
3563,100553,29,24
3564,124788,27,29
3565,92812,58,16
3566,37999,58,5
3567,52436,54,5
3568,72963,27,20
3569,163168,47,21
3570,186351,58,18
3571,138899,35,18
3572,56201,58,5
3573,180787,29,11
3574,190381,34,13
3575,176150,34,3
3576,35105,49,17
3577,147666,39,25
3578,124848,40,18
3579,32839,59,14
3580,98920,53,12
3581,73619,43,14
3582,72821,23,26
3583,155736,34,18
3584,174565,44,20
3585,47069,46,2
3586,37531,49,7
3587,198123,32,15
3588,168808,54,28
3589,168782,45,10
3590,97155,23,15
3591,175047,51,17
3592,92424,38,11
3593,75603,55,2
3594,184324,59,27
3595,162503,43,21
3596,198553,26,18
3597,122573,37,25
3598,170629,34,4
3599,133302,47,9
3600,161234,52,27
3601,195814,44,28
3602,49675,33,17
3603,103997,35,17
3604,178087,39,17
3605,193663,48,16
3606,170905,49,20
3607,37896,39,25
3608,194044,37,8
3609,79733,37,23
3610,71800,34,15
3611,126044,50,1
3612,35347,30,19
3613,163715,47,25
3614,70785,49,15
3615,48681,34,9
3616,133864,57,5
3617,176964,30,16
3618,77299,35,28
3619,47073,33,13
3620,132304,53,16
3621,60682,59,22
3622,154302,24,11
3623,175361,37,13
3624,145359,41,6
3625,168999,53,26
3626,96707,44,20
3627,95428,38,17
3628,80601,37,5
3629,163611,59,29
3630,141487,29,17
3631,183741,40,1
3632,181716,51,27
3633,179817,55,5
3634,58228,35,5
3635,195593,43,7
3636,152788,38,16
3637,127239,36,18
3638,56928,53,6
3639,48322,34,2
3640,117896,42,13
3641,92292,54,10
3642,59055,48,21
3643,72891,56,20
3644,111912,37,11
3645,167660,49,26
3646,120536,55,21
3647,36304,22,2
3648,37345,52,8
3649,190372,57,24
3650,185331,54,22
3651,121006,54,19
3652,176424,39,20
3653,159350,44,17
3654,194437,44,16
3655,49446,36,25
3656,32336,47,10
3657,92032,51,5
3658,127852,46,14
3659,168593,37,24
3660,184553,35,19
3661,48474,38,4
3662,85718,33,20
3663,74629,50,16
3664,75232,53,24
3665,116544,45,15
3666,80669,34,28
3667,99184,41,9
3668,43140,36,3
3669,156468,25,23
3670,113457,55,9
3671,44357,49,18
3672,141672,23,4
3673,98673,51,19
3674,151673,47,24
3675,95633,47,4
3676,126111,41,9
3677,108258,49,1
3678,173996,41,1
3679,99286,32,20
3680,123269,31,19
3681,104071,44,3
3682,60651,58,10
3683,100202,40,12
3684,78777,39,18
3685,178066,48,14
3686,97263,27,10
3687,130158,31,10
3688,40800,23,18
3689,67823,45,24
3690,93878,59,1
3691,48708,49,15
3692,173891,49,8
3693,93870,23,26
3694,39283,26,3
3695,191645,32,18
3696,108707,31,9
3697,192005,23,16
3698,35774,36,21
3699,172055,58,15
3700,126468,28,5
3701,126334,41,13
3702,48133,55,22
3703,176011,56,20
3704,30781,55,7
3705,144586,43,16
3706,57624,52,7
3707,36823,44,27
3708,48489,40,25
3709,59118,25,22
3710,130417,45,16
3711,111816,41,13
3712,183335,49,17
3713,43565,38,9
3714,181426,40,12
3715,121179,56,13
3716,53648,53,26
3717,71971,56,9
3718,48658,51,5
3719,51253,38,7
3720,187462,50,1
3721,118664,27,4
3722,133850,38,28
3723,193730,38,26
3724,167924,35,4
3725,163623,45,16
3726,101947,58,5
3727,91001,53,22
3728,152775,57,4
3729,63243,58,6
3730,182872,35,26
3731,105939,48,23
3732,87828,40,3
3733,168311,52,25
3734,36710,30,8
3735,182456,59,17
3736,182110,38,29
3737,67991,40,18
3738,168043,25,18
3739,190211,32,26
3740,115445,43,25
3741,110257,25,12
3742,67711,38,25
3743,36530,29,25
3744,41116,55,1
3745,95794,32,23
3746,161354,52,12
3747,162970,32,11
3748,34135,59,13
3749,167701,42,3
3750,139472,51,27
3751,155147,31,25
3752,119087,47,8
3753,63380,48,3
3754,159951,29,17
3755,47071,29,25
3756,50074,29,13
3757,97843,55,10
3758,69901,37,17
3759,41205,34,3
3760,154661,44,13
3761,35906,33,22
3762,163663,48,6
3763,155576,43,14
3764,92987,53,27
3765,110685,48,10
3766,140454,23,20
3767,135487,54,16
3768,84400,47,18
3769,186222,49,13
3770,61852,40,10
3771,82756,26,6
3772,145357,54,10
3773,149052,41,5
3774,86481,51,29
3775,31283,29,6
3776,63691,59,7
3777,162197,38,11
3778,56170,22,16
3779,38438,24,25
3780,50095,47,12
3781,177226,52,12
3782,169076,29,23
3783,39752,29,20
3784,85426,56,26
3785,56819,49,5
3786,122051,25,16
3787,185289,37,29
3788,62994,34,6
3789,176108,41,29
3790,127756,26,9
3791,170659,58,5
3792,125665,41,21
